url	title	company	source	status
https://job-boards.greenhouse.io/anthropic/jobs/5062712008	Solutions Architect, Applied AI (Beneficial Deployments)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5124533008	Solutions Architect, Applied AI (Creatives)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5065835008	Solutions Architect, Applied AI (Digital Native Business)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5079540008	Solutions Architect, Applied AI (Federal Civilian)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5140405008	Solutions Architect, Applied AI (Government Technology)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/4977624008	 Solutions Architect, Applied AI (Industries)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/4977626008	 Solutions Architect, Applied AI (Industries)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5031670008	Solutions Architect, Applied AI (Industries)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/4461444008	Solutions Architect, Applied AI (Industries)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5079511008	Solutions Architect, Applied AI (National Security)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5057258008	Solutions Architect, Applied AI (Startups)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/4968059008	Solutions Architect, Applied AI (Startups)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5140403008	Solutions Architect, Applied AI (State and Local Government, West)	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5126080008	Solutions Architect, National Security	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/4593216008	Staff Research Engineer, Discovery Team	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5113224008	Staff / Senior Software Engineer, AI Reliability	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5101173008	Staff Software Engineer, AI Reliability Engineering	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5101169008	Staff Software Engineer, AI Reliability Engineering	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5114768008	Staff+ Software Engineer, Data Infrastructure	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5122119008	Support Operations Specialist, AI Agent Management	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5017903008	Technical Deployment, Applied AI	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5153761008	Technical Deployment Lead, Applied AI	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5153754008	Technical Deployment Lead, Applied AI	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5149802008	Transformative AI Research Economist, Economic ResearchÂ 	Anthropic	greenhouse-anthropic	new
https://job-boards.greenhouse.io/anthropic/jobs/5026097008	UI Software Engineer, Claude.ai Consumer Product 	Anthropic	greenhouse-anthropic	new
https://job-boards.eu.greenhouse.io/polyai/jobs/4802138101	Agent Designer	PolyAI	greenhouse-polyai	new
https://job-boards.eu.greenhouse.io/polyai/jobs/4831089101	Agent Design Manager	PolyAI	greenhouse-polyai	new
https://job-boards.eu.greenhouse.io/polyai/jobs/4796935101	Forward Deployed AI Engineer (Must be PST timezone)	PolyAI	greenhouse-polyai	new
https://job-boards.eu.greenhouse.io/polyai/jobs/4594342101	Senior Research Scientist (Must be based in UK)	PolyAI	greenhouse-polyai	new
https://job-boards.eu.greenhouse.io/parloa/jobs/4784741101	GSI Partnerships Manager -  (Conversational AI & Agentic AI)	Parloa	greenhouse-parloa	new
https://job-boards.eu.greenhouse.io/parloa/jobs/4566280101	Lead AI Agent Architect	Parloa	greenhouse-parloa	new
https://job-boards.eu.greenhouse.io/parloa/jobs/4823910101	Senior Agent Architect	Parloa	greenhouse-parloa	new
https://job-boards.eu.greenhouse.io/parloa/jobs/4766701101	(Senior) AI Agent Architect 	Parloa	greenhouse-parloa	new
https://job-boards.eu.greenhouse.io/parloa/jobs/4782800101	Senior AI Agent Architect	Parloa	greenhouse-parloa	new
https://job-boards.greenhouse.io/intercom/jobs/7609852	Account Executive, Emerging AI Products	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7583124	Account Executive, Emerging AI Products	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7603334	Account Executive, Emerging AI Products	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7807509	Business Development Representative, Emerging AI Products 	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7776426	Engineering Manager, AI Models Infrastructure	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7725837	Principal Engineer, Fin AI Agent	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7681157	Sales Operations Manager, Emerging AI Products	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7776018	Senior AI Deployment Architect	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7774407	Senior AI Deployment Architect	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7544457	Senior AI Deployment Consultant	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7735288	Senior AI Deployment Consultant	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7377200	Senior AI Product Manager	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7464291	Senior AI Product Manager	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7464294	Senior AI Product Manager	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7808050	Senior Analytics Engineer	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7807847	Senior Analytics Engineer	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7808051	Senior Analytics Engineer	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7314809	Senior Data Scientist - AI Tooling	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7606649	Senior Data Scientist AI Tooling	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7606638	Senior Data Scientist AI Tooling	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/6949785	Senior Engineer, AI Developer	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7411373	Senior ML Science Manager	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/6276021	Senior Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7371924	Senior Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/6466001	Senior Product Engineer - AI Platform	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7382846	Senior Product Engineer, AI Platform	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7434876	Solutions Architect	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7426411	Solutions Architect	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7383963	Staff Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7383950	Staff Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7393955	Staff Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7393950	Staff Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/intercom/jobs/7393922	Staff Product Engineer, AI	Intercom	greenhouse-intercom	new
https://job-boards.greenhouse.io/humeai/jobs/4775962008	AI Researcher	Hume AI	greenhouse-humeai	new
https://job-boards.greenhouse.io/humeai/jobs/5064248008	Senior Platform Engineer	Hume AI	greenhouse-humeai	new
https://job-boards.greenhouse.io/humeai/jobs/4003488008	Senior/Staff AI Research Engineer	Hume AI	greenhouse-humeai	new
https://job-boards.greenhouse.io/airtable/jobs/8409168002	AI Agent Architect, Customer Experience	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8199012002	Product Manager, AI	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8382158002	Program Manager, AI Programs	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8350839002	Senior Contracts Manager, Procurement and AI	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8461582002	Senior Partner Solutions Architect	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8462421002	Senior Partner Solutions Architect	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/airtable/jobs/8341413002	Senior Solutions Architect	Airtable	greenhouse-airtable	new
https://job-boards.greenhouse.io/vercel/jobs/5843010004	Anti-Abuse Automation Engineer	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/vercel/jobs/5829980004	Engineering Manager, AI Gateway	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/vercel/jobs/5806456004	Manager, Solutions Architecture	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/vercel/jobs/5704321004	Software Engineer, Agent	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/vercel/jobs/5798406004	Software Engineer, AI Gateway	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/vercel/jobs/5474915004	Software Engineer, AI SDK	Vercel	greenhouse-vercel	new
https://job-boards.greenhouse.io/arizeai/jobs/5818115004	AI Product Manager	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5793354004	AI Sales Engineer, (EMEA)	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5792327004	AI Sales Engineer, (US)	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5797408004	AI Solutions Engineer 	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5769693004	AI Solutions Engineer (Charlotte)	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5781408004	AI Solutions Engineer, EMEA	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5783026004	AI Solutions Manager (San Francisco)	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5396396004	Senior AI Product Engineer, Backend	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/arizeai/jobs/5396420004	Senior AI Product Engineer, Fullstack	Arize AI	greenhouse-arizeai	new
https://job-boards.greenhouse.io/gleanwork/jobs/4621972005	AI Outcomes Manager, ANZ	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661912005	AI Outcomes Manager, Central	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661913005	AI Outcomes Manager, Central	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661934005	AI Outcomes Manager, East	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661933005	AI Outcomes Manager, East	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4613925005	AI Outcomes Manager, London	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4586837005	AI Outcomes Manager, Singapore	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4673911005	AI Outcomes Manager, Sweden	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661898005	AI Outcomes Manager, West	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4661899005	AI Outcomes Manager, West	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4675077005	Manager, AI Outcomes	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4667085005	Manager, AI Outcomes 	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4585960005	Manager, AI Outcomes 	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4612814005	Manager, AI Outcomes 	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4663045005	Partner Solutions Architect	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4577381005	Product Designer, AI Products	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4600865005	Product Design Lead, AI Products	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4525297005	Product Manager, Agent Security & Governance	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4525518005	Product Manager, AI Quality	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4616929005	Software Engineer, Agentic Runtime 	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4605446005	Software Engineer, AI & Security	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4434258005	Solutions Architect (EMEA/US East Customer hours)	Glean	greenhouse-gleanwork	new
https://job-boards.greenhouse.io/gleanwork/jobs/4677083005	Tech Lead Manager, Agentic Runtime 	Glean	greenhouse-gleanwork	new
https://job-boards.eu.greenhouse.io/speechmatics/jobs/4719611101	Data Engineer	Speechmatics	greenhouse-speechmatics	new
https://job-boards.eu.greenhouse.io/speechmatics/jobs/4838230101	ML Platform Engineer	Speechmatics	greenhouse-speechmatics	new
https://job-boards.greenhouse.io/blackforestlabs/jobs/5019171008	Member of Technical Staff - Large Scale Data Infrastructure	Black Forest Labs	greenhouse-blackforestlabs	new
https://job-boards.greenhouse.io/blackforestlabs/jobs/4642947008	Senior Solutions Architect  	Black Forest Labs	greenhouse-blackforestlabs	new
https://helsing.ai/jobs/4334849101?gh_jid=4334849101	AI Research Engineer - AI Safety	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4334842101?gh_jid=4334842101	AI Research Engineer -  Computer Vision	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4766708101?gh_jid=4766708101	AI Research Engineer - Foundation Models	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4778869101?gh_jid=4778869101	AI Research Engineer - ML Engineering	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4676357101?gh_jid=4676357101	AI Research Engineer - Reinforcement Learning	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4423924101?gh_jid=4423924101	AI Research Engineer - Robotics	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4372802101?gh_jid=4372802101	AI Research Engineer - Signal Processing	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4312517101?gh_jid=4312517101	AI Working Student - Computer Vision	Helsing	greenhouse-helsing	new
https://helsing.ai/jobs/4516967101?gh_jid=4516967101	Deployed AI Engineer	Helsing	greenhouse-helsing	new
https://job-boards.greenhouse.io/celonis/jobs/7681593003?gh_jid=7681593003	Applied AI Engineer	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7635542003?gh_jid=7635542003	Applied AI Value Engineer	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7614493003?gh_jid=7614493003	Applied AI Value Engineer 	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7662738003?gh_jid=7662738003	Associate Applied AI Engineer (APAC) - Orbit Program	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7662718003?gh_jid=7662718003	Associate Applied AI Engineer (Japan) - Orbit Program	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7669112003?gh_jid=7669112003	Associate Applied AI Engineer (Madrid/Spain) - Orbit Program	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7687725003?gh_jid=7687725003	Associate Research Engineer - Process Mining Technology	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7627647003?gh_jid=7627647003	Associate Value Engineer (AI-Driven Data Science & Analytics) - Orbit Program	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7676432003?gh_jid=7676432003	Engineering Manager - Orchestration and Automation	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/6647584003?gh_jid=6647584003	Lead AI Consultant	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/6672115003?gh_jid=6672115003	Lead AI Deployment Architect	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/6320587003?gh_jid=6320587003	Lead AI Deployment Architect	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7635342003?gh_jid=7635342003	Lead Applied AI Engineer (Value Engineering) - CPGR	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7635142003?gh_jid=7635142003	Lead Applied AI Engineer (Value Engineering) - Scale	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7618605003?gh_jid=7618605003	Principal AI Deployment Architect	Celonis	greenhouse-celonis	new
https://job-boards.greenhouse.io/celonis/jobs/7532066003?gh_jid=7532066003	Principal Consultant - AI Governance 	Celonis	greenhouse-celonis	new
